日期,AQI指数,PM2.5,PM10,So2,No2,Co,O3,y_pred
2018-04-13,64.0,37.0,59.0,8.0,54.0,1.18,34.0,58.840702
2018-04-14,122.0,28.0,171.0,1.0,12.0,0.3,82.0,118.53788
2018-04-15,66.0,22.0,84.0,3.0,27.0,0.33,74.0,67.51027
2018-04-16,104.0,68.0,151.0,9.0,48.0,0.66,80.0,113.857765
2018-04-17,142.0,97.0,217.0,9.0,40.0,0.81,100.0,141.71783
2018-04-18,144.0,107.0,208.0,9.0,45.0,0.86,93.0,141.88576
2018-04-19,170.0,123.0,192.0,8.0,52.0,1.01,116.0,165.54832
2018-04-20,173.0,123.0,157.0,13.0,41.0,1.4,145.0,170.90022
2018-04-21,102.0,72.0,49.0,3.0,36.0,1.03,67.0,100.00841
2018-04-22,35.0,9.0,18.0,2.0,18.0,0.38,67.0,32.336872
2018-04-23,41.0,15.0,32.0,2.0,24.0,0.41,76.0,43.925976
2018-04-24,45.0,17.0,36.0,3.0,36.0,0.42,68.0,46.918045
2018-04-25,61.0,30.0,62.0,3.0,43.0,0.46,81.0,61.741806
2018-04-26,118.0,88.0,110.0,7.0,49.0,0.76,94.0,120.39917
2018-04-27,111.0,41.0,169.0,3.0,39.0,0.58,87.0,114.131134
2018-04-28,129.0,86.0,165.0,9.0,53.0,0.76,112.0,124.550156
2018-04-29,196.0,151.0,175.0,7.0,61.0,1.07,103.0,197.72711
2018-04-30,62.0,28.0,69.0,4.0,23.0,0.65,85.0,66.23755
2018-05-01,125.0,40.0,176.0,2.0,28.0,0.46,57.0,121.86151
2018-05-02,45.0,15.0,43.0,2.0,22.0,0.28,70.0,47.244244
2018-05-03,50.0,13.0,51.0,2.0,25.0,0.26,79.0,49.837788
2018-05-04,87.0,57.0,108.0,7.0,53.0,0.59,89.0,84.42754
2018-05-05,179.0,78.0,246.0,4.0,45.0,0.52,70.0,160.79855
2018-05-06,121.0,59.0,190.0,3.0,40.0,0.51,82.0,130.21631
2018-05-07,102.0,55.0,137.0,8.0,34.0,0.76,115.0,104.26949
2018-05-08,68.0,27.0,76.0,4.0,39.0,0.49,81.0,67.045204
2018-05-09,86.0,43.0,96.0,7.0,46.0,0.63,100.0,83.861015
2018-05-10,122.0,89.0,138.0,11.0,60.0,1.03,119.0,128.98749
2018-05-11,105.0,78.0,107.0,5.0,50.0,0.84,86.0,105.61383
2018-05-12,190.0,139.0,132.0,3.0,43.0,1.51,80.0,186.24158
2018-05-13,72.0,44.0,78.0,5.0,38.0,0.58,96.0,73.6031
2018-05-14,168.0,118.0,150.0,6.0,43.0,1.21,137.0,169.63171
2018-05-15,95.0,67.0,102.0,4.0,39.0,1.02,101.0,100.42222
2018-05-16,147.0,111.0,75.0,4.0,36.0,1.81,93.0,148.21896
2018-05-17,64.0,43.0,52.0,2.0,27.0,0.95,60.0,65.545425
2018-05-18,60.0,21.0,47.0,3.0,25.0,0.53,108.0,64.89631
2018-05-19,78.0,36.0,70.0,4.0,41.0,0.74,100.0,78.0394
2018-05-20,59.0,36.0,45.0,2.0,28.0,0.77,89.0,63.087616
2018-05-21,82.0,60.0,25.0,2.0,36.0,1.02,35.0,84.68587
2018-05-22,105.0,42.0,133.0,1.0,24.0,0.4,63.0,104.27708
2018-05-23,142.0,56.0,231.0,4.0,39.0,0.47,77.0,150.83511
2018-05-24,107.0,49.0,129.0,7.0,49.0,0.74,118.0,104.481735
2018-05-25,111.0,60.0,126.0,6.0,38.0,0.76,131.0,106.080734
2018-05-26,140.0,99.0,167.0,3.0,35.0,0.81,87.0,133.98228
2018-05-27,89.0,42.0,125.0,2.0,31.0,0.35,83.0,95.41271
2018-05-28,188.0,64.0,256.0,2.0,22.0,0.24,67.0,176.389
2018-05-29,46.0,12.0,38.0,2.0,30.0,0.31,67.0,45.15124
2018-05-30,56.0,12.0,36.0,2.0,32.0,0.34,94.0,56.92067
2018-05-31,97.0,26.0,66.0,5.0,42.0,0.56,130.0,88.43583
2018-06-01,91.0,26.0,66.0,2.0,44.0,0.47,130.0,90.80768
2018-06-02,120.0,47.0,101.0,7.0,48.0,0.7,159.0,122.40944
2018-06-03,92.0,53.0,125.0,3.0,37.0,0.64,105.0,97.78917
2018-06-04,76.0,28.0,86.0,2.0,38.0,0.42,98.0,78.18593
2018-06-05,110.0,38.0,117.0,6.0,44.0,0.55,135.0,110.127075
2018-06-06,116.0,48.0,139.0,8.0,42.0,0.69,151.0,116.77318
2018-06-07,71.0,23.0,58.0,2.0,23.0,0.48,113.0,68.57719
2018-06-08,52.0,13.0,36.0,2.0,30.0,0.42,87.0,52.01019
2018-06-09,52.0,20.0,43.0,2.0,29.0,0.53,81.0,53.041424
2018-06-10,60.0,31.0,32.0,1.0,21.0,0.67,103.0,62.18522
2018-06-11,88.0,63.0,61.0,1.0,29.0,0.78,106.0,95.282234
2018-06-12,125.0,84.0,94.0,2.0,43.0,0.94,111.0,121.84473
2018-06-13,77.0,46.0,38.0,2.0,30.0,0.88,82.0,72.30804
2018-06-14,66.0,21.0,38.0,2.0,35.0,0.61,105.0,68.18128
2018-06-15,130.0,80.0,46.0,4.0,28.0,1.41,128.0,125.733475
2018-06-16,111.0,77.0,69.0,2.0,28.0,0.94,124.0,115.16723
2018-06-17,77.0,45.0,59.0,2.0,27.0,0.77,121.0,82.77905
2018-06-18,126.0,80.0,92.0,2.0,33.0,0.88,116.0,116.573235
2018-06-19,92.0,49.0,69.0,3.0,26.0,0.91,119.0,86.70352
2018-06-20,79.0,38.0,50.0,2.0,29.0,0.7,106.0,74.324295
2018-06-21,91.0,25.0,61.0,5.0,33.0,0.71,133.0,98.07138
2018-06-22,90.0,56.0,87.0,6.0,49.0,1.05,106.0,92.16743
2018-06-23,128.0,55.0,84.0,3.0,32.0,0.8,181.0,131.28192
2018-06-24,121.0,54.0,94.0,3.0,32.0,0.75,170.0,120.27745
2018-06-25,109.0,76.0,113.0,4.0,41.0,1.02,143.0,125.55055
2018-06-26,183.0,124.0,44.0,3.0,34.0,1.58,141.0,176.85907
2018-06-27,57.0,25.0,49.0,2.0,32.0,0.49,73.0,54.965332
2018-06-28,40.0,8.0,23.0,3.0,21.0,0.3,79.0,38.013863
2018-06-29,71.0,17.0,56.0,2.0,41.0,0.45,92.0,68.73913
2018-06-30,108.0,31.0,74.0,4.0,33.0,0.83,140.0,100.570335
2018-07-01,80.0,46.0,57.0,3.0,24.0,0.92,115.0,81.45764
2018-07-02,72.0,42.0,55.0,2.0,22.0,0.76,92.0,73.15884
2018-07-03,85.0,53.0,54.0,2.0,22.0,0.76,108.0,84.16191
2018-07-04,112.0,57.0,78.0,2.0,29.0,0.82,138.0,101.45432
2018-07-05,126.0,69.0,107.0,3.0,33.0,1.09,142.0,119.679794
2018-07-06,92.0,33.0,54.0,2.0,23.0,0.87,142.0,91.28495
2018-07-07,72.0,51.0,55.0,2.0,25.0,0.84,42.0,73.16943
2018-07-08,81.0,50.0,29.0,2.0,21.0,0.83,91.0,78.05073
2018-07-09,103.0,77.0,44.0,2.0,27.0,0.9,57.0,105.8369
2018-07-10,49.0,32.0,34.0,2.0,20.0,0.69,63.0,52.57695
2018-07-11,43.0,28.0,27.0,2.0,32.0,0.61,47.0,40.91836
2018-07-12,44.0,30.0,25.0,2.0,28.0,0.7,46.0,42.04712
2018-07-13,59.0,41.0,49.0,2.0,36.0,0.82,55.0,59.37725
2018-07-14,80.0,49.0,43.0,2.0,22.0,0.72,95.0,77.356094
2018-07-15,99.0,58.0,54.0,3.0,27.0,0.85,110.0,90.470245
2018-07-16,45.0,26.0,29.0,2.0,25.0,0.72,58.0,42.387287
2018-07-17,27.0,17.0,16.0,2.0,25.0,0.66,46.0,31.461838
2018-07-18,105.0,78.0,58.0,2.0,24.0,1.22,67.0,106.84082
2018-07-19,91.0,67.0,63.0,4.0,31.0,0.92,75.0,96.41713
2018-07-20,114.0,83.0,57.0,3.0,26.0,1.02,104.0,115.68397
2018-07-21,107.0,68.0,81.0,3.0,20.0,0.8,123.0,105.32123
2018-07-22,69.0,42.0,50.0,2.0,24.0,0.77,71.0,66.86364
2018-07-23,81.0,52.0,60.0,2.0,22.0,0.88,81.0,80.68388
2018-07-24,27.0,16.0,22.0,2.0,16.0,0.59,32.0,33.814323
2018-07-25,36.0,9.0,16.0,2.0,16.0,0.47,71.0,32.284046
2018-07-26,48.0,10.0,28.0,2.0,22.0,0.49,86.0,43.92879
2018-07-27,68.0,45.0,56.0,2.0,21.0,1.05,102.0,70.36826
2018-07-28,94.0,53.0,66.0,2.0,19.0,1.04,128.0,95.1759
2018-07-29,111.0,71.0,89.0,2.0,26.0,1.22,126.0,112.715515
2018-07-30,116.0,71.0,87.0,2.0,26.0,1.1,126.0,111.775024
2018-07-31,118.0,61.0,83.0,3.0,28.0,1.05,135.0,108.45561
2018-08-01,109.0,55.0,83.0,2.0,25.0,1.03,148.0,107.651115
2018-08-02,130.0,83.0,102.0,4.0,23.0,1.49,139.0,128.65773
2018-08-03,100.0,53.0,81.0,2.0,26.0,0.97,123.0,92.94304
2018-08-04,122.0,63.0,97.0,9.0,26.0,1.24,163.0,119.27808
2018-08-05,67.0,35.0,58.0,3.0,18.0,0.8,94.0,67.990456
2018-08-06,53.0,36.0,49.0,11.0,30.0,1.39,51.0,51.598713
2018-08-07,86.0,58.0,64.0,2.0,24.0,1.24,89.0,82.679146
2018-08-08,41.0,19.0,22.0,3.0,18.0,0.89,63.0,36.32462
2018-08-09,67.0,24.0,35.0,1.0,25.0,0.92,98.0,61.62175
2018-08-10,102.0,30.0,47.0,4.0,24.0,0.82,140.0,96.86665
2018-08-11,69.0,40.0,46.0,2.0,22.0,1.03,107.0,67.756165
2018-08-12,74.0,53.0,39.0,4.0,22.0,1.19,77.0,73.93136
2018-08-13,66.0,46.0,49.0,2.0,22.0,1.01,103.0,72.82222
2018-08-14,41.0,22.0,30.0,3.0,17.0,0.74,61.0,42.374535
2018-08-15,37.0,12.0,27.0,1.0,21.0,0.5,66.0,38.1215
2018-08-16,53.0,12.0,29.0,4.0,20.0,0.42,100.0,49.73484
2018-08-17,100.0,32.0,63.0,2.0,30.0,0.63,152.0,95.89499
2018-08-18,46.0,13.0,23.0,4.0,22.0,0.49,77.0,39.258236
2018-08-19,40.0,20.0,36.0,2.0,27.0,0.73,51.0,41.78375
2018-08-20,51.0,22.0,38.0,4.0,20.0,0.7,87.0,50.70288
2018-08-21,44.0,12.0,32.0,1.0,24.0,0.43,84.0,46.205482
2018-08-22,47.0,17.0,47.0,4.0,39.0,0.63,43.0,45.570026
2018-08-23,51.0,15.0,40.0,2.0,27.0,0.58,86.0,51.803837
2018-08-25,90.0,34.0,74.0,3.0,24.0,0.72,136.0,87.106514
2018-08-27,114.0,59.0,83.0,5.0,29.0,1.02,147.0,112.46144
2018-08-29,44.0,6.0,24.0,1.0,19.0,0.41,91.0,41.91101
2018-08-31,62.0,14.0,30.0,2.0,21.0,0.51,119.0,63.213028
2018-09-01,88.5,50.64,72.55,4.89,35.33,0.86,75.73,80.52312
2018-09-02,88.51,50.65,72.52,4.89,35.32,0.86,75.75,80.53357
